AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average,index,Reliability,Band gap units,chemicalFormula Clean,Band gap values Clean
40.0,1.2999999999999998,37.34081197018053,92.83933333333333,7.411977901333334,-1.9640630066666667,4.354992433333333,0.0,25.45,-5.298333333333334,1179.6666666666667,20.599999999999998,16.0,1.23,126.33333333333334,4516.666666666666,16.666666666666668,2.9,256.73333333333335,2.626666666666667,10.32384,0.9713333333333334,-2.375699255,3.94569115,4.971259336,0.0,30.74833333333333,16.0,3066.6666666666665,5133.333333333333,0.39166666666666666,59.45666666666666,5.906666666666666,106.60666666666667,52.4,1.5433333333333332,996.1333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,345.56,90.0,51.666666666666664,2.0,16.0,0.0,10.0,0.0,0.0,2.0,4.0,0.0,2.0,40.0,4.333333333333333,4.386666666666667,4.333333333333333,19.410666666666668,6.0,89.66666666666666,0.22666666666666668,22.281333333333333,7.333333333333333,34.16733333333333,0.41333333333333333,1.3833333333333335,6.0,982,1,eV,Sn1Br2,3.4
50.0,1.62,26.9667852620646,118.71,7.39058945,-3.89492544,9.05054728,0.0,25.23,-8.055,2875.0,58.0,14.0,1.41,139.0,7310.0,50.0,8.7,121.0,1.96,7.34392,0.0,-3.96104709,4.052840562,5.106259136,0.0,33.285,14.0,2600.0,1600.0,0.227,26.99,7.15,290.37,27.0,0.71,708.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,505.08,80.0,155.0,4.0,14.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,50.0,5.0,7.06,5.0,14.632,18.0,141.0,0.228,66.6,22.0,30.502,1.24,4.15,4.0,984,1,eV,Sn,0.075
51.0,1.61,30.4617369923059,123.155,7.534772374,-3.36452193,8.504230735,0.0,26.765,-7.2591666665,2068.0,61.5,15.0,1.385,138.5,6775.0,45.0,4.350099999999999,155.575,2.0300000000000002,8.17676,0.232,-3.5511747983350004,4.0824077995,5.143511521000001,0.0,34.02416666665,15.0,2750.0,3250.0,0.21450000000000002,26.36,12.265,170.5,30.45,0.84,788.9000000000001,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,613.87,85.0,147.5,3.0,15.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,51.0,5.0,6.279999999999999,5.0,16.616,17.0,146.5,0.21500000000000002,34.474999999999994,20.4,29.231,0.62,2.075,5.0,987,1,eV,Sn1Te1,0.18
52.4,1.3880000000000001,39.52044302732004,125.26557600000001,8.094705489199999,-1.6217880079999998,5.40469548,0.0,33.334,-7.735,940.84,17.759999999999998,16.4,1.346,139.0,5414.0,10.0,1.7400000000079998,260.44,2.52,9.829792,0.8496,-1.9965313519999999,4.3421826396,5.4708073104,0.0,41.068999999999996,16.4,4440.0,4160.0,0.2166,48.94199999999999,7.638,74.794,39.4,1.9020000000000001,948.44,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.2,0.0,410.496,92.8,31.0,1.6,16.4,0.0,10.0,0.0,0.0,1.6,4.4,0.0,2.0,52.4,5.0,5.432,5.0,18.2312,3.6,79.4,0.1616,13.679199999999998,74.0,32.5004,0.248,0.8300000000000001,6.3999999999999995,992,1,eV,Sn1I4,2.38
52.0,1.4266666666666667,37.4281667331108,124.17298,7.977352816,-2.0006442466666665,6.012337446666667,0.0,31.983333333333334,-7.788333333333334,1263.2,24.466666666666665,16.0,1.3566666666666667,139.0,5730.0,16.666666666666668,2.9000000000066666,237.20000000000002,2.4266666666666667,9.415479999999999,0.7080000000000001,-2.3239506416666664,4.293958959999999,5.410049281333333,0.0,39.77166666666666,16.0,4133.333333333333,3733.3333333333335,0.21833333333333332,45.28333333333333,7.556666666666667,110.72333333333334,37.33333333333333,1.7033333333333334,908.4666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,426.26,90.66666666666667,51.666666666666664,2.0,16.0,0.0,10.0,0.0,0.0,2.0,4.0,0.0,2.0,52.0,5.0,5.703333333333333,5.0,17.631333333333334,6.0,89.66666666666666,0.17266666666666666,22.499333333333333,65.33333333333333,32.16733333333333,0.41333333333333333,1.3833333333333335,6.0,993,1,eV,Sn1I2,2.4
25.2,1.074,11167.394869271156,58.30364,5.9640896446,-3.031817018,5.199784828,0.0,15.234000000000002,-2.8529999999999998,798.06,16.8,15.6,0.998,95.2,2679.6574,26.8,1.04,125.06,2.884,11.614186,0.0,-4.501020079,3.1711690686000003,3.9954226619999997,0.0,18.087,15.6,3460.0,1660.0,0.6335999999999999,27.7188,8.048,29.23454,22.46,1.144,1121.8200000000002,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.6,0.0,0.4,0.0,0.4,0.6,0.0,0.0,394.392,86.2,100.4,2.4,9.6,0.0,4.0,0.0,0.0,2.4,3.5999999999999996,0.0,2.0,25.2,3.2,3.1211999999999995,3.2,27.6822,8.0,73.60000000000001,0.6348,9.88044,472.4,43.0804,0.504,1.7600000000000002,3.2,994,1,eV,Sb2O3,3.31
32.5,1.455,25.10390058020095,74.92275000000001,6.864024568,-4.39596276,9.15178825,0.0,20.85,-5.15,2516.5,71.0,14.5,1.255,125.0,4513.5,114.5,1.3002,117.3,1.9749999999999999,8.380035,0.3865,-4.7711401725,3.713215915,4.6783588935000004,0.0,26.0,14.5,6300.0,2200.0,0.45949999999999996,22.61,35.0,213.485,25.1,0.51,810.05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1295.3899999999999,81.5,132.5,3.5,9.5,0.0,5.0,0.0,0.0,3.5,2.5,0.0,2.0,32.5,4.0,6.0649999999999995,4.0,16.4375,10.0,196.5,0.45349999999999996,86.15,6.8,29.396,1.38,4.550000000000001,4.5,997,1,eV,Sb1Si1,1.9
30.0,1.3980000000000001,28.376496854318358,67.943,6.8065265152,-3.3576395420000003,8.015016346,0.0,20.208,-7.8881250000000005,1174.632,21.42,15.6,1.172,118.6,3854.8,38.2,1.0400000000000003,160.652,2.368,9.659362,1.3212,-4.10527496725,3.8260035294000003,4.8204623832,0.0,28.096125,15.6,3580.0,1960.0,0.5075999999999999,23.712,8.948599999999999,33.188,27.5,0.478,933.2280000000001,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.6,0.6,0.4,0.0,0.4,0.0,0.0,0.0,594.528,86.8,123.8,2.4,9.6,0.0,4.0,0.0,0.0,2.4,3.5999999999999996,0.0,2.0,30.0,3.8,4.379999999999999,3.8,20.61,8.0,108.4,0.5088,9.881400000000001,46.4,31.018,0.504,1.7600000000000002,5.6,999,1,eV,Sb2S3,1.7
43.89,1.5110000000000001,26.846777649677712,103.258832,7.235015904655,-4.0183094297,7.6329278657,0.0,23.898400000000002,-3.954525,1475.665,34.1,15.0,1.321,131.1,6313.85,55.94,3.074,91.52,2.10135,9.07457295,0.0,-4.328105416125,3.807032440975,4.796560310005,0.0,27.852925,15.0,6083.0,3637.0,0.25519000000000003,24.99695,21.62675,53.91985,26.7635,0.6889,878.4535000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,977.3369,84.60499999999999,139.2,3.0,15.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,43.89,4.605,5.69545,4.605,17.360685,12.1,166.0,0.255585,34.451499999999996,12.738,26.505145,1.3311,4.558,5.0,1008,1,eV,Sb0.605As0.395,0.009000000000000001
40.8,1.476,28.4018521530122,96.08,7.142703901000001,-3.2964107179999997,6.72272107,0.0,22.938000000000002,-5.2379999999999995,1318.8,21.78,15.6,1.2559999999999998,127.6,5570.200000000001,38.8,5.84,157.376,2.3499999999999996,9.29479,0.47940000000000005,-3.729420082,3.8298402006000005,4.8252962862,0.0,28.176000000000002,15.6,4480.0,4960.0,0.27540000000000003,25.309800000000003,11.93,42.980000000000004,29.96,0.604,898.02,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.0,0.6,0.0,0.4,0.0,0.4,0.0,0.0,0.0,657.912,87.4,132.8,2.4,15.6,0.0,10.0,0.0,0.0,2.4,3.5999999999999996,0.0,2.0,40.8,4.4,4.901999999999999,4.4,19.326,10.22,74.80000000000001,0.2748,10.944,31.4,28.612000000000002,0.504,1.7600000000000002,5.6,1010,1,eV,Sb2Se3,1.2
51.0,1.59,30.1914234437891,121.76,7.567916458,-3.88991513,8.38916182,0.0,27.09,-4.47,1860.0,42.0,15.0,1.4,139.0,6697.0,67.0,2.6,101.0,2.05,8.60839,0.0,-4.11736234,3.981581991,5.016478962,0.0,31.56,15.0,7900.0,3400.0,0.207,25.23,19.79,67.97,30.2,0.76,833.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,903.78,85.0,155.0,3.0,15.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,51.0,5.0,6.6,5.0,16.53,20.0,166.0,0.207,24.3,11.0,25.3,1.26,4.4,5.0,1014,1,eV,Sb,0.1
51.599999999999994,1.596,32.450582611043956,125.26399999999998,7.634539762000001,-3.2564371039999997,8.130413242,0.0,27.816000000000003,-5.665999999799999,1500.6,55.8,15.6,1.376,138.4,6422.8,50.8,1.04012,154.49,2.08,8.849116,0.27840000000000004,-3.531726440002,4.0598178186,5.1150499283999995,0.0,33.48199999998,15.6,4900.0,4300.0,0.20400000000000001,25.53,18.344,57.566,32.419999999999995,0.8860000000000001,855.0000000000001,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,795.108,88.0,146.0,2.4,15.6,0.0,10.0,0.0,0.0,2.4,3.5999999999999996,0.0,2.0,51.599999999999994,5.0,5.9399999999999995,5.0,17.772,17.6,157.60000000000002,0.20400000000000001,11.13,15.680000000000001,26.896,0.504,1.7600000000000002,5.6,1016,1,eV,Sb2Te3,0.3
52.5,1.395,39.541998962422696,125.6183525,8.09502998875,-1.7626065199999998,5.4672148525,0.0,33.2925,-6.85875,807.975,16.275,16.5,1.3475000000000001,139.0,5379.25,16.75,0.6500000000075,246.72500000000002,2.5075000000000003,9.9905425,0.7965,-2.1583923981249997,4.306284117,5.425578006,0.0,40.151250000000005,16.5,5650.0,4450.0,0.21225,47.129999999999995,10.7675,32.6675,39.425,1.84,964.7249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25,0.0,0.0,0.75,0.75,0.25,0.0,0.25,0.0,0.0,0.0,516.0825,93.25,38.75,1.5,16.5,0.0,10.0,0.0,0.0,1.5,4.5,0.0,2.0,52.5,5.0,5.41875,5.0,18.48075,5.0,89.5,0.16049999999999998,6.4117500000000005,68.0,31.075,0.315,1.1,6.5,1019,1,eV,Sb1I3,2.22
22.666666666666664,1.02,12406.117007233783,53.1996,5.8228996120000005,-2.5845405466666667,4.701660396666666,0.0,14.32,-3.337777777666666,480.4,21.666666666666668,16.0,0.94,90.0,2080.9526666666666,13.333333333333334,6.666666666666667e-05,157.45,2.9933333333333336,12.0819,0.15466666666666667,-4.21829543889,3.124587537,3.93673361,0.0,17.65777777776667,16.0,1300.0,1966.6666666666665,0.6793333333333333,28.162,5.9399999999999995,19.1506,22.833333333333332,1.2566666666666666,1165.6666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,277.41999999999996,88.0,89.33333333333333,2.0,9.333333333333332,0.0,3.3333333333333335,0.0,0.0,2.0,4.0,0.0,2.0,22.666666666666664,3.0,2.368,3.0,29.61133333333333,5.333333333333333,58.666666666666664,0.6806666666666668,0.9616,526.2666666666667,45.94266666666667,0.0,0.0,3.333333333333333,1022,1,eV,Te1O2,3.0
52.0,1.6,33.9566887225472,127.6,7.678955298,-2.83411842,7.95791419,0.0,28.3,-6.463333333,1261.0,65.0,16.0,1.36,138.0,6240.0,40.0,0.0002,190.15,2.1,9.0096,0.464,-3.14130250667,4.111975037,5.180763906,0.0,34.7633333333,16.0,2900.0,4900.0,0.202,25.73,17.38,50.63,33.9,0.97,869.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.66,90.0,140.0,2.0,16.0,0.0,10.0,0.0,0.0,2.0,4.0,0.0,2.0,52.0,5.0,5.5,5.0,18.6,16.0,152.0,0.202,2.35,18.8,27.96,0.0,0.0,6.0,1023,1,eV,Te,0.332
52.5,1.465,38.30777309559055,127.252235,7.9748448985,-1.943811035,6.22557336,0.0,31.83,-7.0591666664999995,859.15,36.35,16.5,1.3450000000000002,138.5,5590.0,20.0,0.000100000005,242.72500000000002,2.38,9.73043,0.763,-2.3233524620850003,4.263246598,5.37135413,0.0,38.88916666665,16.5,3900.0,4850.0,0.20800000000000002,40.08,12.57,35.765,38.2,1.585,938.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,554.755,93.0,70.0,1.5,16.5,0.0,10.0,0.0,0.0,1.5,4.5,0.0,2.0,52.5,5.0,5.2625,5.0,18.8655,8.0,108.0,0.1735,1.3995,52.9,30.48,0.0,0.0,6.5,1035,1,eV,Te1I1,1.1
53.0,1.33,42.6588574686339,126.90447,8.270734499,-1.05350365,4.49323253,0.0,35.36,-7.655,457.3,7.7,17.0,1.33,139.0,4940.0,0.0,1e-11,295.3,2.66,10.45126,1.062,-1.5054024175,4.414518159,5.561944354,0.0,43.015,17.0,4900.0,4800.0,0.214,54.43,7.76,20.9,42.5,2.2,1008.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,386.85,96.0,0.0,1.0,17.0,0.0,10.0,0.0,0.0,1.0,5.0,0.0,2.0,53.0,5.0,5.025,5.0,19.131,0.0,64.0,0.145,0.449,87.0,33.0,0.0,0.0,7.0,1036,1,eV,I,1.3
32.0,1.6949999999999998,9359.532291568263,75.95192755,8.7444739755,-0.84027438,-0.55457542,0.0,63.230000000000004,0.49375,514.44,0.8,9.0,1.5350000000000001,150.5,940.348,0.9,2.65,186.745,2.385,10.6583525,0.985,-1.27634370875,4.414085591,5.5613993520000005,0.0,62.73625,9.0,3750.0,3750.0,0.5329999999999999,31.756999999999998,1.1724999999999999,35.5049,41.95,1.5350000000000001,1028.35,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,177.545,49.0,132.0,1.0,4.0,0.0,0.0,0.0,0.0,0.5,2.5,0.5,1.5,32.0,4.0,29.988500000000002,4.0,30.035,0.0,122.0,0.532,17.96395,950.0,31.3535,0.275,0.975,1.0,1040,1,eV,Cs1F1,10.0
36.0,1.83,9217.481526686062,84.17922595,9.630728796,-0.903573665,1.34526276,0.0,69.285,-0.84625,591.48,1.35,9.0,1.67,173.0,941.107,0.9,2.65,197.145,1.975,8.4307675,1.2465,-1.3195301074999999,4.8998313465,6.173400654,0.0,70.13125,9.0,3750.0,3500.0,0.3605,33.079499999999996,2.645,38.97,48.25,1.775,813.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,236.59499999999997,49.5,132.0,1.0,4.0,0.0,0.0,0.0,0.0,0.5,2.5,0.5,1.5,36.0,4.5,30.8,4.5,24.455,0.0,146.5,0.36,17.954449999999998,50.0,19.8055,0.275,0.975,4.0,1042,1,eV,Cs1Cl1,8.1
49.5,2.35,93.5230032902375,118.409488925,10.95168796675,-1.69319222,1.9770200925,0.0,93.275,0.9075,929.75,6.7,4.5,2.0625,212.75,2841.0,11.1,4.925,53.3675,1.1375000000000002,5.36757875,0.0,-1.8036921237499999,5.490282188749999,6.917322099500001,0.0,92.3675,4.5,5325.0,5500.0,0.26375,30.3175,7.6775,58.904999999999994,56.0,1.45,518.525,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,498.6925,24.75,226.75,1.5,4.5,0.0,2.5,0.0,0.0,0.75,0.75,0.75,1.25,49.5,5.5,45.6425,5.5,23.48325,0.0,213.25,0.2625,39.425,78.85,7.08775,0.7725,2.6624999999999996,2.0,1045,1,eV,Cs3As1,0.6
45.0,1.9049999999999998,79.99192056608125,106.40472595,9.8916063335,-0.92561671,1.24251332,0.0,71.795,-0.8274999999999999,638.0,1.75,9.0,1.745,182.0,2499.5,0.9,2.65,185.04500000000002,1.875,7.8538525,0.7285,-1.21882589875,5.016298948499999,6.3201406375,0.0,72.6225,9.0,4650.0,6450.0,0.358,53.95,3.6875,41.232499999999995,66.3,1.85,757.8000000000001,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,283.695,50.0,132.0,1.0,9.0,0.0,5.0,0.0,0.0,0.5,2.5,0.5,1.5,45.0,5.0,31.235,5.0,23.450000000000003,0.0,146.5,0.23299999999999998,18.011,50.0,18.0,0.275,0.975,4.0,1046,1,eV,Cs1Br1,7.18
54.0,2.4,95.63986771689028,130.119088925,11.1623845195,-1.611930005,2.4556491775,0.0,95.295,0.58125,1173.0,11.7,4.5,2.1125000000000003,217.75,3083.5,18.1,4.625,59.3675,1.105,5.07252625,0.0,-1.6703104299999998,5.600756587499999,7.056511119750001,0.0,94.71375,4.5,6475.0,5350.0,0.23324999999999999,30.465,6.515,67.79749999999999,58.175,1.4949999999999999,490.2,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,452.1375,25.0,236.75,1.5,4.5,0.0,2.5,0.0,0.0,0.75,0.75,0.75,1.25,54.0,5.75,46.214999999999996,5.75,22.957500000000003,5.0,213.25,0.23174999999999998,33.0,77.75,6.325,0.7275,2.5625,2.0,1049,1,eV,Cs3Sb1,1.6
54.0,2.3133333333333335,89.62290677946507,131.13696793333332,10.800012126,-1.5131072266666665,2.9711791499999998,0.0,88.12,-0.644444444333333,1049.6666666666667,22.733333333333334,6.0,2.02,208.66666666666666,3332.666666666667,14.533333333333333,3.5334,93.71000000000001,1.2266666666666668,5.599136666666666,0.15466666666666667,-1.61685180889,5.464312647666667,6.884602528,0.0,88.76444444443332,6.0,4966.666666666667,5633.333333333333,0.22866666666666668,30.049999999999997,7.1866666666666665,62.03666666666666,56.3,1.4833333333333332,540.2,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.9466666666666,33.333333333333336,222.66666666666666,1.3333333333333333,6.0,0.0,3.3333333333333335,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,54.0,5.666666666666667,41.44666666666667,5.666666666666667,22.933333333333334,5.333333333333333,203.33333333333331,0.22733333333333333,24.71666666666667,72.93333333333334,9.32,0.3666666666666667,1.3,2.6666666666666665,1054,1,eV,Cs2Te1,3.5
54.0,2.0,80.05743663827894,129.90496095,10.315637519500001,-0.9530526399999999,2.48552208,0.0,76.695,-2.6950000000000003,700.65,4.65,9.0,1.84,191.5,3409.5,0.9,2.650000000005,170.395,1.725,7.1725825,0.531,-1.18001443875,5.277499806,6.6492330965,0.0,79.39,9.0,5450.0,5400.0,0.22799999999999998,43.32,4.925,44.31999999999999,55.0,1.9700000000000002,692.05,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,344.22,50.5,132.0,1.0,9.0,0.0,5.0,0.0,0.0,0.5,2.5,0.5,1.5,54.0,5.5,32.222500000000004,5.5,22.1155,0.0,146.5,0.1925,18.1745,93.5,16.5,0.275,0.975,4.0,1055,1,eV,Cs1I1,6.37
73.66666666666667,2.0233333333333334,62.8076446574456,183.62208396666668,9.334778649333334,-2.8811230366666667,5.801375403333333,0.0,59.28333333333333,-1.271666666666667,1539.3333333333335,21.200000000000003,10.333333333333334,1.7566666666666666,180.0,7146.333333333333,23.26666666666667,2.3666666666666667,88.49666666666667,1.61,6.154968333333334,0.0,-2.9340050866666663,4.739625790333333,5.971554301666667,0.0,60.555,10.333333333333334,5533.333333333334,6000.0,0.16199999999999998,27.75,8.100666666666667,141.91333333333333,46.03333333333333,1.2666666666666666,594.0999999999999,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,463.4633333333333,59.0,196.0,2.3333333333333335,19.666666666666664,0.0,6.666666666666667,0.0,9.333333333333334,2.0,2.0,0.3333333333333333,1.6666666666666665,73.66666666666667,6.0,20.073333333333334,6.0,19.491333333333337,8.0,84.33333333333333,0.16133333333333333,17.213333333333335,42.266666666666666,17.039333333333335,0.9566666666666667,3.416666666666667,3.666666666666667,1059,1,eV,Cs1Bi2,0.55
62.0,2.4274999999999998,96.9628766264946,151.924188925,11.225879831,-1.6132971575,2.4741480449999997,0.0,96.00000000000001,0.93875,1167.25,8.95,4.5,2.1275000000000004,220.0,3854.25,9.85,4.199999999999999,61.6175,1.0975000000000001,4.74180375,0.0,-1.634393445,5.6151605794999995,7.074659012500001,0.0,95.06125,4.5,5825.0,6000.0,0.212,30.537499999999998,4.343999999999999,95.55499999999999,59.45,1.5625,457.59999999999997,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,362.2925,25.25,238.5,1.5,8.0,0.0,2.5,0.0,3.5,0.75,0.75,0.75,1.25,62.0,6.0,44.665,6.0,22.996750000000002,3.0,174.75,0.2105,28.8925,78.35,6.38975,0.7025,2.5,2.0,1060,1,eV,Cs3Bi1,0.55
32.0,1.475,9328.583224082047,76.6632,7.4763351945,-2.191636935,2.336587095,0.0,35.46,-0.8875,1116.55,4.8,9.0,1.355,140.5,1755.7145,6.5,1.4,44.55,2.165,9.414857,0.0,-3.3401570825,3.829896549,4.825367281,0.0,36.347500000000004,9.0,1750.0,1400.0,0.561,28.724,3.67,71.80545,40.05,1.41,908.4000000000001,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,527.4,48.0,143.5,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,32.0,4.0,20.251,4.0,22.560499999999998,2.45,120.5,0.562,9.333699999999999,400.3,27.467,0.405,1.16,2.0,1062,1,eV,Ba1O1,5.13
